time,sym,bid,ask,bidSize,askSize
0D20:25:23.693460000,x1,99.9303,100.0209,89,97
0D20:25:23.693477000,x1,99.96278,100.031,434,495
0D20:25:23.732631000,x2,199.9171,200.0428,327,32
0D20:25:23.732635000,x2,199.9602,200.0241,85,111
0D20:25:23.822259000,x1,99.9043,100.0845,178,486
0D20:25:23.822264000,x1,99.91703,100.0333,352,148
0D20:25:23.932707000,x3,299.9136,300.0267,371,296
0D20:25:23.932717000,x3,299.9194,300.0654,287,474
0D20:25:24.003014000,x1,99.95688,100.0577,357,400
0D20:25:24.003024000,x1,99.92761,100.0414,240,380
0D20:25:24.112756000,x1,99.98049,100.0155,356,100
0D20:25:24.112761000,x1,99.90878,100.0961,247,110
0D20:25:24.162664000,x2,199.9243,200.0678,162,21
0D20:25:24.162669000,x2,199.954,200.0811,361,102
0D20:25:24.493783000,x1,99.90448,100.0122,292,117
0D20:25:24.493800000,x1,99.96038,100.0298,130,24
0D20:25:24.542785000,x3,299.9746,300.0224,73,290
0D20:25:24.542790000,x3,299.9992,300.0822,4,237
0D20:25:24.552694000,x1,99.98473,100.0943,219,433
0D20:25:24.552711000,x1,99.99947,100.0087,336,24
0D20:25:24.563061000,x1,99.97346,100.0165,118,427
0D20:25:24.563078000,x1,99.92612,100.0909,411,80
0D20:25:24.743066000,x2,199.9758,200.0814,354,304
0D20:25:24.743071000,x2,199.9837,200.0369,50,293
0D20:25:24.752575000,x3,299.9767,300.0237,424,10
0D20:25:24.752580000,x3,299.9767,300.0273,170,201
0D20:25:24.932984000,x3,299.9169,300.081,347,492
0D20:25:24.932997000,x3,299.9284,300.0038,59,117
0D20:25:25.102816000,x3,299.9691,300.05,429,482
0D20:25:25.102821000,x3,299.9677,300.0293,369,499
0D20:25:25.172880000,x1,99.93009,100.0745,294,400
0D20:25:25.172903000,x1,99.93557,100.0884,258,406
0D20:25:25.192557000,x3,299.9602,300.0635,345,53
0D20:25:25.192563000,x3,299.9818,300.0538,28,71
0D20:25:25.222785000,x3,299.9743,300.0097,137,313
0D20:25:25.222806000,x3,299.9765,300.013,315,116
0D20:25:25.242615000,x1,99.99304,100.0558,48,369
0D20:25:25.242623000,x1,99.92857,100.0178,359,141
0D20:25:25.313423000,x3,299.9874,300.0921,452,204
0D20:25:25.313428000,x3,299.9052,300.025,448,316
0D20:25:25.563861000,x1,99.95719,100.0219,368,425
0D20:25:25.563878000,x1,99.98133,100.0492,59,283
0D20:25:25.613271000,x1,99.95943,100.0871,29,475
0D20:25:25.613283000,x1,99.90528,100.0282,102,276
0D20:25:25.663326000,x1,99.91029,100.0879,364,163
0D20:25:25.663333000,x1,99.95997,100.0134,4,190
0D20:25:25.743069000,x3,299.9317,300.0507,332,84
0D20:25:25.743075000,x3,299.9442,300.027,476,495
0D20:25:25.873327000,x1,99.99298,100.0299,258,76
0D20:25:25.873339000,x1,99.91613,100.071,170,345
0D20:25:25.942590000,x3,299.9895,300.0206,180,406
0D20:25:25.942595000,x3,299.93,300.0293,407,161
0D20:25:26.233072000,x3,299.9345,300.0853,7,183
0D20:25:26.233089000,x3,299.9979,300.0893,135,436
0D20:25:26.253729000,x3,299.9893,300.0926,157,445
0D20:25:26.253745000,x3,299.9576,300.0753,496,247
0D20:25:26.273745000,x1,99.97282,100.02,395,22
0D20:25:26.273757000,x1,99.9448,100.0983,292,81
0D20:25:26.392769000,x1,99.96688,100.0848,36,222
0D20:25:26.392774000,x1,99.96146,100.01,428,238
0D20:25:26.423093000,x1,99.90369,100.0876,79,421
0D20:25:26.423098000,x1,99.91801,100.0986,207,112
0D20:25:26.442921000,x2,199.9826,200.0293,217,115
0D20:25:26.442926000,x2,199.9839,200.0357,397,35
0D20:25:26.512695000,x1,99.94872,100.0226,0,325
0D20:25:26.512701000,x1,99.90506,100.0799,129,126
0D20:25:26.532836000,x1,99.91204,100.0307,217,181
0D20:25:26.532841000,x1,99.99584,100.0543,404,202
0D20:25:26.582953000,x2,199.9522,200.0869,491,300
0D20:25:26.582969000,x2,199.982,200.0305,7,436
0D20:25:26.612405000,x2,199.9789,200.0231,159,55
0D20:25:26.612410000,x2,199.9139,200.0216,479,145
0D20:25:26.672956000,x3,299.9938,300.057,359,306
0D20:25:26.672969000,x3,299.9737,300.0216,247,154
0D20:25:26.733392000,x1,99.92781,100.0051,32,489
0D20:25:26.733405000,x1,99.96962,100.0634,174,465
0D20:25:26.873093000,x3,299.995,300.0562,11,69
0D20:25:26.873109000,x3,299.9313,300.0405,487,474
0D20:25:26.893009000,x3,299.9963,300.0189,77,204
0D20:25:26.893020000,x3,299.9886,300.0105,123,285
0D20:25:26.973888000,x3,299.9602,300.0179,350,343
0D20:25:26.973899000,x3,299.9293,300.0536,352,454
0D20:25:27.172551000,x1,99.97353,100.0761,159,440
0D20:25:27.172556000,x1,99.9345,100.0071,463,154
0D20:25:27.363503000,x1,99.93532,100.0862,200,388
0D20:25:27.363520000,x1,99.97388,100.0937,264,154
0D20:25:27.522799000,x2,199.9123,200.0124,401,178
0D20:25:27.522803000,x2,199.9833,200.0432,10,144
0D20:25:27.593029000,x3,299.9461,300.0034,108,172
0D20:25:27.593034000,x3,299.941,300.0913,395,137
0D20:25:27.612470000,x2,199.9981,200.0108,340,61
0D20:25:27.612475000,x2,199.9508,200.0188,176,316
0D20:25:27.752410000,x3,299.9919,300.0205,411,193
0D20:25:27.752415000,x3,299.9112,300.0755,413,479
0D20:25:27.792561000,x1,99.94972,100.0529,25,90
0D20:25:27.792578000,x1,99.92963,100.0215,185,479
0D20:25:27.852293000,x1,99.96617,100.0543,332,443
0D20:25:27.852297000,x1,99.9216,100.08,247,438
0D20:25:27.982643000,x3,299.9957,300.0924,65,248
0D20:25:27.982660000,x3,299.9053,300.0262,138,282
0D20:25:28.023308000,x2,199.9154,200.0229,258,126
0D20:25:28.023320000,x2,199.9882,200.0001,271,172
0D20:25:28.033290000,x1,99.91163,100.086,235,79
0D20:25:28.033302000,x1,99.90571,100.0999,462,345
0D20:25:28.083855000,x3,299.92,300.0237,267,180
0D20:25:28.083868000,x3,299.9931,300.0423,208,244
0D20:25:28.132961000,x2,199.9335,200.0036,456,228
0D20:25:28.132973000,x2,199.9269,200.0687,350,225
0D20:25:28.153331000,x2,199.9199,200.0926,396,13
0D20:25:28.153344000,x2,199.9207,200.0298,86,314
0D20:25:28.163043000,x3,299.9141,300.027,52,275
0D20:25:28.163054000,x3,299.9932,300.076,122,213
0D20:25:28.462634000,x2,199.9734,200.0186,252,447
0D20:25:28.462646000,x2,199.9196,200.0518,13,277
0D20:25:28.483092000,x1,99.9979,100.029,148,366
0D20:25:28.483104000,x1,99.91925,100.0231,127,400
0D20:25:28.632966000,x1,99.98293,100.0235,283,39
0D20:25:28.632979000,x1,99.9504,100.0181,262,372
0D20:25:28.682497000,x1,99.91333,100.0136,306,20
0D20:25:28.682507000,x1,99.90354,100.0493,497,19
0D20:25:28.722707000,x3,299.9548,300.034,420,134
0D20:25:28.722723000,x3,299.9784,300.0359,455,459
0D20:25:28.853115000,x3,299.9319,300.0031,469,191
0D20:25:28.853120000,x3,299.9258,300.0005,312,473
0D20:25:29.013663000,x1,99.9588,100.0115,495,319
0D20:25:29.013672000,x1,99.99784,100.0354,106,349
0D20:25:29.083240000,x3,299.9473,300.0961,142,317
0D20:25:29.083249000,x3,299.9774,300.0501,214,137
0D20:25:29.212770000,x2,199.9268,200.0491,442,212
0D20:25:29.212788000,x2,199.98,200.0727,420,438
0D20:25:29.352596000,x3,299.916,300.0178,114,430
0D20:25:29.352605000,x3,299.9523,300.0989,364,162
0D20:25:29.402915000,x3,299.9577,300.0883,26,377
0D20:25:29.402925000,x3,299.9835,300.0225,491,35
0D20:25:29.432771000,x3,299.9258,300.0247,433,43
0D20:25:29.432775000,x3,299.9888,300.0205,433,339
0D20:25:29.512797000,x1,99.935,100.0917,343,226
0D20:25:29.512803000,x1,99.93793,100.0974,136,118
0D20:25:29.802613000,x1,99.9691,100.0745,394,498
0D20:25:29.802618000,x1,99.96508,100.0715,421,410
0D20:25:29.823635000,x1,99.96671,100.0481,94,240
0D20:25:29.823652000,x1,99.96402,100.0135,495,353
0D20:25:29.852336000,x1,99.91556,100.0346,39,392
0D20:25:29.852340000,x1,99.98052,100.0053,275,128
0D20:25:29.862907000,x3,299.9193,300.0174,362,357
0D20:25:29.862924000,x3,299.9628,300.0833,347,266
0D20:25:29.932846000,x1,99.90299,100.0885,232,303
0D20:25:29.932857000,x1,99.97025,100.0356,302,279
0D20:25:29.983141000,x3,299.9683,300.0923,443,220
0D20:25:29.983153000,x3,299.979,300.0738,51,330
0D20:25:29.993052000,x2,199.9995,200.0513,378,257
0D20:25:29.993064000,x2,199.9827,200.0838,327,458
0D20:25:30.082903000,x2,199.9896,200.0432,68,181
0D20:25:30.082916000,x2,199.9244,200.0938,203,355
0D20:25:30.133528000,x1,99.90532,100.0419,60,69
0D20:25:30.133539000,x1,99.90598,100.0628,453,411
0D20:25:30.682801000,x3,299.9829,300.0462,175,351
0D20:25:30.682809000,x3,299.9574,300.098,355,332
0D20:25:30.693200000,x3,299.9767,300.0417,336,23
0D20:25:30.693208000,x3,299.9867,300.077,66,148
0D20:25:30.763996000,x1,99.98093,100.0675,398,9
0D20:25:30.764013000,x1,99.95875,100.0357,278,248
0D20:25:31.052994000,x2,199.9286,200.0624,368,423
0D20:25:31.053004000,x2,199.9934,200.0614,70,44
0D20:25:31.072695000,x1,99.942,100.0711,479,208
0D20:25:31.072699000,x1,99.91143,100.0325,125,247
0D20:25:31.173193000,x1,99.92292,100.0064,482,199
0D20:25:31.173209000,x1,99.93703,100.0574,484,494
0D20:25:31.213670000,x2,199.9111,200.0721,83,440
0D20:25:31.213686000,x2,199.9406,200.0571,227,494
0D20:25:31.292319000,x2,199.9268,200.0821,312,3
0D20:25:31.292324000,x2,199.9349,200.0884,28,466
0D20:25:31.353271000,x1,99.92918,100.0033,109,376
0D20:25:31.353281000,x1,99.98892,100.0322,242,481
0D20:25:31.492813000,x2,199.9586,200.0751,341,112
0D20:25:31.492819000,x2,199.9883,200.031,484,315
0D20:25:31.512766000,x2,199.9947,200.0737,384,498
0D20:25:31.512772000,x2,199.946,200.0127,318,141
0D20:25:31.542421000,x1,99.98211,100.0125,383,75
0D20:25:31.542426000,x1,99.93892,100.0609,487,163
0D20:25:31.572568000,x2,199.9835,200.0138,356,191
0D20:25:31.572586000,x2,199.9734,200.0298,18,89
0D20:25:31.593685000,x3,299.9255,300.0954,152,292
0D20:25:31.593703000,x3,299.9497,300.0798,448,487
0D20:25:31.793912000,x3,299.9048,300.0566,137,57
0D20:25:31.793929000,x3,299.9861,300.0384,124,423
0D20:25:31.853012000,x3,299.9873,300.0132,442,126
0D20:25:31.853029000,x3,299.9234,300.0673,34,51
0D20:25:31.913220000,x1,99.91141,100.023,467,310
0D20:25:31.913233000,x1,99.96207,100.0953,199,170
0D20:25:31.963079000,x3,299.9584,300.066,395,234
0D20:25:31.963091000,x3,299.927,300.055,119,124
0D20:25:32.003217000,x2,199.9136,200.0106,408,52
0D20:25:32.003229000,x2,199.9108,200.0232,454,23
0D20:25:32.253084000,x1,99.98481,100.076,497,240
0D20:25:32.253096000,x1,99.99556,100.0531,158,322
0D20:25:32.262793000,x1,99.92728,100.0862,193,258
0D20:25:32.262806000,x1,99.91374,100.0742,227,242
0D20:25:32.342980000,x3,299.9937,300.0726,303,483
0D20:25:32.342996000,x3,299.9736,300.0101,237,299
0D20:25:32.492512000,x3,299.9911,300.037,498,231
0D20:25:32.492517000,x3,299.9201,300.0065,381,430
0D20:25:32.542860000,x1,99.93915,100.0841,375,98
0D20:25:32.542877000,x1,99.97218,100.07,319,448
0D20:25:32.563296000,x2,199.9231,200.058,333,498
0D20:25:32.563313000,x2,199.9269,200.0074,344,380
0D20:25:32.613538000,x1,99.96435,100.0342,238,486
0D20:25:32.613548000,x1,99.99357,100.0694,354,436
0D20:25:32.622912000,x1,99.94408,100.0707,90,372
0D20:25:32.622920000,x1,99.98896,100.0681,387,422
0D20:25:32.642819000,x1,99.95742,100.048,358,394
0D20:25:32.642829000,x1,99.94971,100.0925,420,475
0D20:25:32.743281000,x2,199.9014,200.0019,240,391
0D20:25:32.743293000,x2,199.9602,200.0568,67,406
0D20:25:33.043822000,x3,299.9576,300.0817,72,327
0D20:25:33.043839000,x3,299.915,300.0545,41,111
0D20:25:33.103463000,x3,299.9004,300.0021,413,445
0D20:25:33.103472000,x3,299.9403,300.0744,314,215
0D20:25:33.422917000,x1,99.92074,100.0751,39,398
0D20:25:33.422922000,x1,99.93985,100.05,307,231
0D20:25:33.632897000,x2,199.9155,200.0386,388,127
0D20:25:33.632902000,x2,199.9824,200.0912,135,188
0D20:25:33.683178000,x3,299.9406,300.0379,312,39
0D20:25:33.683194000,x3,299.9198,300.0094,454,9
0D20:25:33.982571000,x2,199.9782,200.0969,111,213
0D20:25:33.982581000,x2,199.9017,200.091,217,126
0D20:25:33.992939000,x1,99.9672,100.0107,443,54
0D20:25:33.992949000,x1,99.90205,100.019,434,470
0D20:25:34.003661000,x1,99.93064,100.0225,401,185
0D20:25:34.003671000,x1,99.98362,100.0907,251,31
0D20:25:34.022896000,x2,199.9436,200.0603,63,205
0D20:25:34.022906000,x2,199.9537,200.0758,122,402
0D20:25:34.033024000,x2,199.9426,200.0466,80,379
0D20:25:34.033033000,x2,199.9689,200.0145,121,199
0D20:25:34.063241000,x3,299.9562,300.0344,495,103
0D20:25:34.063246000,x3,299.9372,300.0781,456,161
0D20:25:34.413304000,x2,199.9049,200.0864,403,3
0D20:25:34.413321000,x2,199.9914,200.0809,11,30
0D20:25:34.513293000,x1,99.9759,100.0895,390,311
0D20:25:34.513303000,x1,99.90312,100.0254,161,360
0D20:25:34.563682000,x1,99.98822,100.0679,318,64
0D20:25:34.563693000,x1,99.95873,100.005,301,176
0D20:25:34.622537000,x2,199.9165,200.0841,404,367
0D20:25:34.622546000,x2,199.9532,200.0355,399,33
0D20:25:34.653300000,x3,299.9318,300.0409,281,164
0D20:25:34.653309000,x3,299.9199,300.0289,407,367
0D20:25:34.702643000,x1,99.9524,100.05,1,439
0D20:25:34.702651000,x1,99.90558,100.0375,113,175
0D20:25:34.772568000,x1,99.96468,100.0818,56,108
0D20:25:34.772578000,x1,99.94407,100.09,484,349
0D20:25:34.783470000,x2,199.9583,200.0557,291,39
0D20:25:34.783480000,x2,199.9423,200.0729,316,106
0D20:25:34.793809000,x1,99.98633,100.0702,454,459
0D20:25:34.793819000,x1,99.92792,100.022,24,15
0D20:25:34.873754000,x2,199.9424,200.0162,320,361
0D20:25:34.873771000,x2,199.919,200.0959,246,17
0D20:25:34.883553000,x1,99.94231,100.048,233,426
0D20:25:34.883569000,x1,99.92993,100.0285,257,419
0D20:25:34.953691000,x1,99.91585,100.0256,411,498
0D20:25:34.953704000,x1,99.95473,100.0541,270,301
0D20:25:35.032746000,x1,99.9061,100.051,5,434
0D20:25:35.032751000,x1,99.99918,100.0283,190,220
0D20:25:35.182429000,x1,99.96193,100.042,46,359
0D20:25:35.182436000,x1,99.96099,100.0126,225,158
0D20:25:35.273618000,x3,299.9338,300.0728,75,351
0D20:25:35.273632000,x3,299.9782,300.0358,389,481
0D20:25:35.352910000,x1,99.9747,100.0955,370,91
0D20:25:35.352915000,x1,99.94914,100.0728,252,245
0D20:25:35.462844000,x3,299.9278,300.0397,498,33
0D20:25:35.462850000,x3,299.9818,300.0582,292,6
0D20:25:35.473191000,x2,199.9426,200.096,492,163
0D20:25:35.473198000,x2,199.9206,200.0176,486,341
0D20:25:35.592969000,x2,199.9357,200.0006,496,379
0D20:25:35.592974000,x2,199.9232,200.0631,5,6
0D20:25:35.612756000,x1,99.9833,100.0127,365,354
0D20:25:35.612762000,x1,99.977,100.0971,251,139
0D20:25:35.653693000,x1,99.9139,100.0721,165,90
0D20:25:35.653704000,x1,99.96566,100.0716,417,373
0D20:25:35.903242000,x3,299.9189,300.061,60,98
0D20:25:35.903259000,x3,299.9289,300.0992,129,419
0D20:25:36.002243000,x1,99.93934,100.0111,362,147
0D20:25:36.002248000,x1,99.99181,100.0738,346,411
0D20:25:36.023043000,x1,99.95427,100.0506,456,136
0D20:25:36.023049000,x1,99.99848,100.0078,304,485
0D20:25:36.103180000,x1,99.91345,100.0248,399,97
0D20:25:36.103197000,x1,99.95995,100.0957,317,498
0D20:25:36.152689000,x3,299.9104,300.0004,293,383
0D20:25:36.152699000,x3,299.9117,300.0386,389,244
0D20:25:36.162877000,x3,299.9741,300.0166,320,289
0D20:25:36.162882000,x3,299.9467,300.0917,306,135
0D20:25:36.172495000,x2,199.9791,200.0108,380,441
0D20:25:36.172499000,x2,199.9423,200.0623,426,261
0D20:25:36.473314000,x3,299.9017,300.0316,80,243
0D20:25:36.473322000,x3,299.9449,300.0557,202,495
0D20:25:36.492263000,x2,199.9164,200.0144,96,93
0D20:25:36.492268000,x2,199.9434,200.082,224,219
0D20:25:36.672414000,x3,299.9992,300.0474,234,145
0D20:25:36.672419000,x3,299.9568,300.0869,184,10
0D20:25:36.763017000,x3,299.9159,300.0931,218,449
0D20:25:36.763027000,x3,299.9028,300.0092,372,333
0D20:25:36.772740000,x1,99.94286,100.048,262,408
0D20:25:36.772749000,x1,99.94149,100.0159,342,460
0D20:25:37.022325000,x3,299.9069,300.0261,28,86
0D20:25:37.022331000,x3,299.9418,300.0663,38,151
0D20:25:37.222419000,x2,199.9287,200.0598,11,291
0D20:25:37.222424000,x2,199.9432,200.0953,433,19
0D20:25:37.232832000,x3,299.9428,300.0639,486,321
0D20:25:37.232837000,x3,299.9863,300.0935,417,58
0D20:25:37.502982000,x1,99.90391,100.0416,440,290
0D20:25:37.502998000,x1,99.96635,100.0091,269,307
0D20:25:37.653393000,x2,199.9225,200.0965,217,242
0D20:25:37.653403000,x2,199.9174,200.0829,422,288
0D20:25:37.752422000,x2,199.9359,200.0621,186,176
0D20:25:37.752428000,x2,199.912,200.0386,123,476
0D20:25:37.923572000,x2,199.9833,200.094,118,10
0D20:25:37.923577000,x2,199.9618,200.0993,152,476
0D20:25:38.003148000,x2,199.9521,200.0823,395,173
0D20:25:38.003154000,x2,199.9049,200.0378,54,80
0D20:25:38.043518000,x3,299.9213,300.0581,351,457
0D20:25:38.043523000,x3,299.9979,300.0447,362,480
0D20:25:38.222479000,x3,299.9531,300.014,493,448
0D20:25:38.222484000,x3,299.9737,300.0856,40,436
0D20:25:38.243443000,x1,99.90533,100.0316,133,381
0D20:25:38.243449000,x1,99.97104,100.0686,459,160
0D20:25:38.463039000,x2,199.9923,200.0058,127,185
0D20:25:38.463051000,x2,199.9827,200.0684,297,374
0D20:25:38.652673000,x2,199.9186,200.0099,452,409
0D20:25:38.652685000,x2,199.9474,200.0522,123,189
0D20:25:38.873525000,x3,299.9801,300.0382,240,485
0D20:25:38.873540000,x3,299.9295,300.0331,16,452
0D20:25:39.042614000,x2,199.9511,200.0415,41,169
0D20:25:39.042619000,x2,199.902,200.0128,376,386
0D20:25:39.082624000,x2,199.9037,200.0041,7,194
0D20:25:39.082629000,x2,199.9267,200.0039,231,144
0D20:25:39.152354000,x2,199.9149,200.049,312,106
0D20:25:39.152359000,x2,199.903,200.0932,274,375
0D20:25:39.162738000,x3,299.9312,300.0637,39,330
0D20:25:39.162743000,x3,299.9265,300.0005,161,407
0D20:25:39.213241000,x1,99.96696,100.0763,381,381
0D20:25:39.213258000,x1,99.94063,100.022,480,425
0D20:25:39.363874000,x3,299.9883,300.0939,475,211
0D20:25:39.363891000,x3,299.945,300.0001,354,46
0D20:25:39.482392000,x1,99.96445,100.0818,84,80
0D20:25:39.482397000,x1,99.93045,100.0889,255,333
0D20:25:39.593242000,x1,99.90328,100.0133,2,179
0D20:25:39.593257000,x1,99.92329,100.0639,52,66
0D20:25:39.682436000,x2,199.9745,200.0024,296,345
0D20:25:39.682442000,x2,199.9616,200.057,384,217
0D20:25:39.813501000,x3,299.9844,300.0823,202,314
0D20:25:39.813510000,x3,299.9443,300.0009,470,371
0D20:25:39.843603000,x1,99.98809,100.0027,477,199
0D20:25:39.843611000,x1,99.95111,100.0151,125,63
0D20:25:39.982369000,x1,99.99631,100.0408,477,28
0D20:25:39.982374000,x1,99.93331,100.0039,420,111
0D20:25:40.033554000,x1,99.90056,100.061,487,79
0D20:25:40.033566000,x1,99.90451,100.0894,478,64
0D20:25:40.113274000,x1,99.90578,100.0465,223,24
0D20:25:40.113287000,x1,99.95367,100.035,394,162
0D20:25:40.182689000,x2,199.9329,200.0006,76,152
0D20:25:40.182698000,x2,199.9847,200.0335,178,23
0D20:25:40.262872000,x3,299.9004,300.0876,90,242
0D20:25:40.262889000,x3,299.9719,300.0616,415,498
0D20:25:40.312923000,x2,199.9464,200.0147,132,407
0D20:25:40.312933000,x2,199.9163,200.045,84,174
0D20:25:40.602911000,x3,299.9772,300.0463,9,120
0D20:25:40.602920000,x3,299.9393,300.0497,186,39
0D20:25:40.722973000,x1,99.99662,100.0453,316,458
0D20:25:40.722981000,x1,99.92926,100.0726,175,165
0D20:25:40.772983000,x1,99.96963,100.0404,19,356
0D20:25:40.772991000,x1,99.92119,100.0307,332,382
0D20:25:40.782825000,x2,199.9552,200.0669,393,121
0D20:25:40.782830000,x2,199.9632,200.0172,383,17
0D20:25:40.812692000,x1,99.95478,100.0861,118,426
0D20:25:40.812698000,x1,99.91617,100.0907,85,341
0D20:25:41.022775000,x2,199.9541,200.0462,423,408
0D20:25:41.022781000,x2,199.94,200.0347,429,85
0D20:25:41.133163000,x2,199.9453,200.0761,453,333
0D20:25:41.133175000,x2,199.9802,200.0414,22,106
0D20:25:41.192381000,x1,99.97567,100.0105,242,498
0D20:25:41.192386000,x1,99.93167,100.0215,140,0
0D20:25:41.303049000,x3,299.9594,300.0132,202,78
0D20:25:41.303054000,x3,299.9251,300.0769,102,32
0D20:25:41.312964000,x3,299.9413,300.0172,209,134
0D20:25:41.312969000,x3,299.9419,300.0169,139,139
0D20:25:41.572848000,x1,99.99092,100.0516,52,183
0D20:25:41.572855000,x1,99.92157,100.0799,133,195
0D20:25:41.743343000,x1,99.92774,100.0487,341,165
0D20:25:41.743361000,x1,99.93679,100.0423,462,322
0D20:25:41.753867000,x3,299.997,300.0851,443,320
0D20:25:41.753879000,x3,299.9247,300.0139,50,437
0D20:25:41.802834000,x2,199.909,200.0738,384,165
0D20:25:41.802844000,x2,199.9305,200.0442,416,382
0D20:25:41.832364000,x2,199.9262,200.0703,9,214
0D20:25:41.832368000,x2,199.908,200.0207,432,120
0D20:25:41.852820000,x3,299.9767,300.0733,333,198
0D20:25:41.852825000,x3,299.9055,300.0463,77,439
0D20:25:41.923322000,x3,299.9293,300.0586,171,490
0D20:25:41.923328000,x3,299.9229,300.0006,129,356
0D20:25:42.102701000,x3,299.9736,300.0011,373,479
0D20:25:42.102711000,x3,299.9636,300.0761,15,276
0D20:25:42.143214000,x3,299.9848,300.0064,391,232
0D20:25:42.143231000,x3,299.9633,300.0419,357,419
0D20:25:42.162920000,x1,99.90348,100.0824,479,57
0D20:25:42.162929000,x1,99.92393,100.0797,386,36
0D20:25:42.203303000,x2,199.999,200.0894,494,219
0D20:25:42.203320000,x2,199.9828,200.0658,277,167
0D20:25:42.243173000,x1,99.9291,100.0999,192,464
0D20:25:42.243183000,x1,99.91752,100.0664,214,221
0D20:25:42.333792000,x2,199.9741,200.0223,346,184
0D20:25:42.333801000,x2,199.9863,200.0067,12,250
0D20:25:42.442540000,x1,99.9755,100.0901,429,377
0D20:25:42.442549000,x1,99.98215,100.0466,364,216
0D20:25:42.553216000,x1,99.95947,100.0498,185,145
0D20:25:42.553223000,x1,99.95046,100.0491,78,453
0D20:25:42.673040000,x2,199.9664,200.0497,362,136
0D20:25:42.673054000,x2,199.9317,200.0806,377,197
0D20:25:42.683990000,x2,199.9596,200.092,323,474
0D20:25:42.684006000,x2,199.9079,200.0813,302,297
0D20:25:42.723331000,x1,99.90562,100.0207,156,459
0D20:25:42.723343000,x1,99.9853,100.0134,392,447
0D20:25:42.972587000,x2,199.934,200.043,414,100
0D20:25:42.972604000,x2,199.983,200.0406,284,259
0D20:25:43.342567000,x1,99.93861,100.0762,3,298
0D20:25:43.342571000,x1,99.90684,100.0085,421,234
0D20:25:43.453240000,x3,299.9955,300.0403,333,94
0D20:25:43.453258000,x3,299.9414,300.0426,342,329
0D20:25:43.483483000,x1,99.9715,100.0684,390,248
0D20:25:43.483493000,x1,99.93337,100.0417,473,310
0D20:25:43.512766000,x2,199.9923,200.056,174,243
0D20:25:43.512776000,x2,199.9377,200.0726,391,149
0D20:25:43.572622000,x1,99.98736,100.0598,269,295
0D20:25:43.572630000,x1,99.93618,100.0415,78,391
0D20:25:44.304135000,x3,299.9131,300.0163,118,214
0D20:25:44.304152000,x3,299.9471,300.0737,96,378
0D20:25:44.412894000,x3,299.9291,300.0647,431,330
0D20:25:44.412906000,x3,299.9337,300.0391,331,205
0D20:25:44.572928000,x1,99.98123,100.0605,427,391
0D20:25:44.572941000,x1,99.99867,100.001,477,447
0D20:25:44.663185000,x2,199.9245,200.0002,398,197
0D20:25:44.663189000,x2,199.9495,200.0185,357,366
0D20:25:44.802763000,x3,299.9705,300.0355,155,444
0D20:25:44.802769000,x3,299.9922,300.059,398,279
0D20:25:44.933069000,x1,99.93118,100.0448,114,390
0D20:25:44.933082000,x1,99.91177,100.0057,3,265
0D20:25:44.973241000,x2,199.9954,200.0984,64,183
0D20:25:44.973245000,x2,199.952,200.0085,119,192
0D20:25:45.013214000,x2,199.9295,200.0528,74,253
0D20:25:45.013231000,x2,199.9341,200.0872,286,51
0D20:25:45.162758000,x2,199.9067,200.0574,399,336
0D20:25:45.162765000,x2,199.944,200.067,19,98
0D20:25:45.222805000,x1,99.98889,100.0759,454,304
0D20:25:45.222811000,x1,99.96479,100.0827,194,124
0D20:25:45.233191000,x1,99.97454,100.0581,349,442
0D20:25:45.233197000,x1,99.93486,100.0233,234,218
0D20:25:45.243492000,x1,99.9465,100.0131,385,117
0D20:25:45.243498000,x1,99.98126,100.0324,96,379
0D20:25:45.302887000,x2,199.9785,200.017,83,71
0D20:25:45.302907000,x2,199.98,200.092,9,154
0D20:25:45.322851000,x3,299.9475,300.0213,227,404
0D20:25:45.322857000,x3,299.9437,300.0514,347,307
0D20:25:45.492652000,x2,199.9119,200.0343,429,290
0D20:25:45.492665000,x2,199.9178,200.0161,138,105
0D20:25:45.543614000,x1,99.99296,100.0745,133,338
0D20:25:45.543626000,x1,99.98012,100.017,399,299
0D20:25:45.682555000,x2,199.9912,200.0994,95,313
0D20:25:45.682559000,x2,199.9025,200.0965,149,298
0D20:25:45.702698000,x3,299.9161,300.0672,346,156
0D20:25:45.702703000,x3,299.9581,300.0813,350,136
0D20:25:45.862490000,x3,299.9074,300.0891,141,404
0D20:25:45.862494000,x3,299.9027,300.0473,364,276
0D20:25:45.882367000,x3,299.9342,300.0725,497,186
0D20:25:45.882371000,x3,299.9422,300.0109,10,210
0D20:25:46.012490000,x3,299.9417,300.0827,366,322
0D20:25:46.012507000,x3,299.9134,300.0332,473,495
0D20:25:46.032948000,x1,99.9981,100.0639,87,261
0D20:25:46.032965000,x1,99.9109,100.0463,482,95
0D20:25:46.252744000,x1,99.94196,100.0596,246,422
0D20:25:46.252755000,x1,99.92062,100.0887,145,331
0D20:25:46.283252000,x1,99.95948,100.0476,439,26
0D20:25:46.283264000,x1,99.9431,100.0446,54,222
0D20:25:46.553339000,x3,299.9359,300.0992,267,19
0D20:25:46.553352000,x3,299.9668,300.0864,463,451
0D20:25:46.682703000,x3,299.9043,300.097,100,71
0D20:25:46.682725000,x3,299.9805,300.0334,283,202
0D20:25:46.723492000,x3,299.9675,300.0207,252,354
