time,sym,price,qty
0D16:57:08.618721000,x1,99.9816,317
0D16:57:08.628566000,x1,99.94761,138
0D16:57:08.628571000,x1,99.99082,72
0D16:57:08.638520000,x2,199.9044,276
0D16:57:08.638524000,x2,199.9424,450
0D16:57:08.648384000,x2,200.0411,336
0D16:57:08.648388000,x2,199.9183,175
0D16:57:08.658626000,x3,300.0183,111
0D16:57:08.658642000,x3,300.0992,463
0D16:57:08.668613000,x1,99.96424,492
0D16:57:08.668618000,x1,99.97362,435
0D16:57:08.678759000,x2,199.9317,91
0D16:57:08.678764000,x2,200.0813,357
0D16:57:08.688434000,x2,200.0389,48
0D16:57:08.688439000,x2,199.9077,398
0D16:57:08.698859000,x1,100.0128,161
0D16:57:08.698864000,x1,100.0977,228
0D16:57:08.708660000,x2,199.9611,470
0D16:57:08.708664000,x2,200.073,388
0D16:57:08.718979000,x3,300.0592,11
0D16:57:08.718996000,x3,299.9617,359
0D16:57:08.729436000,x1,100,22
0D16:57:08.729452000,x1,100.0504,144
0D16:57:08.739229000,x3,299.9034,154
0D16:57:08.739245000,x3,300.0437,257
0D16:57:08.750191000,x1,100.0053,192
0D16:57:08.750207000,x1,99.93012,425
0D16:57:08.769366000,x1,100.0909,86
0D16:57:08.769373000,x1,99.91729,209
0D16:57:08.779367000,x3,299.9136,163
0D16:57:08.779375000,x3,299.9633,438
0D16:57:08.789388000,x1,99.98414,317
0D16:57:08.789397000,x1,100.078,482
0D16:57:08.799076000,x3,300.0345,154
0D16:57:08.799084000,x3,299.9451,110
0D16:57:08.809176000,x3,300.0934,264
0D16:57:08.809183000,x3,300.0212,114
0D16:57:08.819621000,x3,299.9289,163
0D16:57:08.819630000,x3,299.9977,389
0D16:57:08.829355000,x2,199.982,147
0D16:57:08.829363000,x2,199.9016,479
0D16:57:08.839374000,x3,299.9051,213
0D16:57:08.839382000,x3,299.9844,78
0D16:57:08.849288000,x3,300.03,50
0D16:57:08.849295000,x3,300.0622,268
0D16:57:08.858576000,x2,200.0637,140
0D16:57:08.858580000,x2,199.9829,22
0D16:57:08.868796000,x3,299.9109,419
0D16:57:08.868811000,x3,300.0229,280
0D16:57:08.879513000,x3,299.9761,91
0D16:57:08.879527000,x3,299.9103,373
0D16:57:08.888924000,x2,200.023,44
0D16:57:08.888939000,x2,200.085,119
0D16:57:08.899886000,x3,299.9034,311
0D16:57:08.899902000,x3,300.0398,195
0D16:57:08.909306000,x1,100.0522,119
0D16:57:08.909316000,x1,100.083,258
0D16:57:08.919565000,x1,100.0923,26
0D16:57:08.919582000,x1,100.0014,223
0D16:57:08.928781000,x1,100.0758,477
0D16:57:08.928786000,x1,99.94621,459
0D16:57:08.938815000,x3,299.9974,377
0D16:57:08.938819000,x3,299.9713,287
0D16:57:08.949110000,x3,300.0986,471
0D16:57:08.949114000,x3,299.9877,449
0D16:57:08.959075000,x3,300.0951,334
0D16:57:08.959080000,x3,300.0993,322
0D16:57:08.968867000,x1,99.93604,237
0D16:57:08.968871000,x1,100.0741,149
0D16:57:08.978658000,x2,199.9123,128
0D16:57:08.978662000,x2,200.0494,154
0D16:57:08.988461000,x1,100.0966,397
0D16:57:08.988477000,x1,99.99993,186
0D16:57:08.999157000,x3,300.0266,127
0D16:57:08.999173000,x3,300.0611,478
0D16:57:09.009309000,x2,199.9028,52
0D16:57:09.009325000,x2,200.0043,351
0D16:57:09.019232000,x1,100.0062,290
0D16:57:09.019243000,x1,99.90065,250
0D16:57:09.029247000,x2,200.0748,239
0D16:57:09.029254000,x2,200.022,123
0D16:57:09.038887000,x3,299.9792,144
0D16:57:09.038894000,x3,300.003,431
0D16:57:09.049444000,x3,300.0069,284
0D16:57:09.049451000,x3,300.0554,256
0D16:57:09.059087000,x2,199.9865,198
0D16:57:09.059095000,x2,200.065,87
0D16:57:09.069222000,x3,300.0126,57
0D16:57:09.069227000,x3,300.0039,196
0D16:57:09.078472000,x1,99.90669,195
0D16:57:09.078476000,x1,99.90647,113
0D16:57:09.089237000,x3,299.9849,359
0D16:57:09.089241000,x3,300.0848,404
0D16:57:09.098552000,x1,99.96742,381
0D16:57:09.098557000,x1,100.0301,396
0D16:57:09.109177000,x2,200.0025,331
0D16:57:09.109181000,x2,199.9653,362
0D16:57:09.128336000,x2,199.9527,161
0D16:57:09.128350000,x2,199.9939,473
0D16:57:09.139667000,x3,300.0296,238
0D16:57:09.139683000,x3,300.088,52
0D16:57:09.149400000,x2,199.9363,84
0D16:57:09.149416000,x2,199.9251,24
0D16:57:09.159446000,x3,299.9156,424
0D16:57:09.159462000,x3,300.0607,215
0D16:57:09.169777000,x3,299.983,51
0D16:57:09.169786000,x3,300.0343,483
0D16:57:09.178734000,x3,299.9152,4
0D16:57:09.178742000,x3,300.0031,373
0D16:57:09.198715000,x1,100.0488,43
0D16:57:09.198721000,x1,100.0115,173
0D16:57:09.208862000,x3,299.91,342
0D16:57:09.208869000,x3,300.0385,171
0D16:57:09.218502000,x1,99.94073,458
0D16:57:09.218509000,x1,99.95436,5
0D16:57:09.228858000,x1,100.0865,299
0D16:57:09.228865000,x1,100.0141,363
0D16:57:09.239162000,x3,299.9494,230
0D16:57:09.239168000,x3,300.0725,402
0D16:57:09.248493000,x1,100.0274,88
0D16:57:09.248497000,x1,100.0851,15
0D16:57:09.258605000,x3,300.0651,475
0D16:57:09.258610000,x3,299.9151,291
0D16:57:09.268782000,x2,200.0033,486
0D16:57:09.268807000,x2,200.0898,483
0D16:57:09.279049000,x3,300.0459,91
0D16:57:09.279053000,x3,300.0357,93
0D16:57:09.288633000,x1,100.0969,413
0D16:57:09.288637000,x1,100.0849,213
0D16:57:09.298922000,x3,299.9531,48
0D16:57:09.298926000,x3,300.0418,14
0D16:57:09.308423000,x3,300.0835,117
0D16:57:09.308426000,x3,299.9161,198
0D16:57:09.318818000,x1,100.0623,370
0D16:57:09.318823000,x1,100.0279,129
0D16:57:09.328921000,x2,200.0781,490
0D16:57:09.328936000,x2,199.9512,114
0D16:57:09.339243000,x2,200.0534,415
0D16:57:09.339259000,x2,200.0108,275
0D16:57:09.349926000,x2,199.9436,310
0D16:57:09.349942000,x2,199.9567,417
0D16:57:09.359820000,x3,299.9857,106
0D16:57:09.359826000,x3,300.0442,133
0D16:57:09.369106000,x1,99.96238,103
0D16:57:09.369112000,x1,100.0269,314
0D16:57:09.378909000,x3,299.9841,450
0D16:57:09.378912000,x3,300.0575,42
0D16:57:09.389027000,x2,199.921,259
0D16:57:09.389031000,x2,199.9974,298
0D16:57:09.398989000,x1,99.93084,368
0D16:57:09.398994000,x1,99.96855,375
0D16:57:09.409294000,x2,199.9511,278
0D16:57:09.409309000,x2,200.0011,13
0D16:57:09.429361000,x1,100.0348,400
0D16:57:09.429377000,x1,99.96926,53
0D16:57:09.438965000,x2,200.0116,132
0D16:57:09.438975000,x2,199.9915,446
0D16:57:09.448769000,x3,299.9988,439
0D16:57:09.448777000,x3,299.9699,209
0D16:57:09.459163000,x2,200.0261,230
0D16:57:09.459170000,x2,199.9978,352
0D16:57:09.469243000,x2,200.0329,402
0D16:57:09.469259000,x2,200.0479,238
0D16:57:09.478657000,x1,100.0174,341
0D16:57:09.478673000,x1,99.97275,340
0D16:57:09.489637000,x1,99.97171,406
0D16:57:09.489653000,x1,99.90609,135
0D16:57:09.499498000,x1,100.0882,324
0D16:57:09.499513000,x1,100.095,316
0D16:57:09.509715000,x2,200.0402,488
0D16:57:09.509727000,x2,199.9583,20
0D16:57:09.519108000,x2,199.9247,447
0D16:57:09.519119000,x2,199.9718,227
0D16:57:09.528771000,x3,299.9662,57
0D16:57:09.528783000,x3,299.921,336
0D16:57:09.539706000,x1,100.0018,471
0D16:57:09.539713000,x1,99.99676,431
0D16:57:09.548867000,x2,199.9249,263
0D16:57:09.548873000,x2,200.0907,184
0D16:57:09.559354000,x2,199.9194,460
0D16:57:09.559359000,x2,200.0718,402
0D16:57:09.569361000,x2,200.0182,371
0D16:57:09.569366000,x2,199.9399,321
0D16:57:09.578759000,x3,300.0681,452
0D16:57:09.578764000,x3,299.921,132
0D16:57:09.589093000,x1,99.91074,154
0D16:57:09.589097000,x1,100.0148,420
0D16:57:09.599108000,x1,100.0274,179
0D16:57:09.599112000,x1,100.0048,237
0D16:57:09.609018000,x1,99.99011,241
0D16:57:09.609022000,x1,100.0262,115
0D16:57:09.619045000,x1,100.011,323
0D16:57:09.619050000,x1,100.0285,193
0D16:57:09.628437000,x1,100.0767,39
0D16:57:09.628441000,x1,100.0782,139
0D16:57:09.639420000,x2,200.037,427
0D16:57:09.639424000,x2,200.0023,409
0D16:57:09.648526000,x3,300.0406,490
0D16:57:09.648530000,x3,299.9122,115
0D16:57:09.658655000,x2,199.9927,239
0D16:57:09.658659000,x2,200.0634,294
0D16:57:09.678571000,x3,299.9755,205
0D16:57:09.678585000,x3,299.9912,231
0D16:57:09.688976000,x2,199.9984,195
0D16:57:09.688990000,x2,199.9867,122
0D16:57:09.699053000,x2,199.9228,455
0D16:57:09.699068000,x2,200.0823,82
0D16:57:09.709117000,x1,100.0215,308
0D16:57:09.709131000,x1,100.0632,52
0D16:57:09.720065000,x3,299.9784,236
0D16:57:09.720079000,x3,299.9182,76
0D16:57:09.729481000,x3,299.9052,154
0D16:57:09.729485000,x3,299.9814,143
0D16:57:09.738632000,x3,300.0934,43
0D16:57:09.738637000,x3,299.9164,461
0D16:57:09.748511000,x2,199.9136,182
0D16:57:09.748528000,x2,199.9477,258
0D16:57:09.779125000,x3,300.0738,65
0D16:57:09.779135000,x3,300.0705,313
0D16:57:09.788943000,x1,99.96271,423
0D16:57:09.788952000,x1,99.99541,256
0D16:57:09.799416000,x2,199.9295,56
0D16:57:09.799425000,x2,200.0044,238
0D16:57:09.818573000,x1,100.0037,429
0D16:57:09.818581000,x1,100.0421,82
0D16:57:09.828848000,x1,99.94304,453
0D16:57:09.828852000,x1,100.0323,490
0D16:57:09.838488000,x2,200.042,121
0D16:57:09.838500000,x2,200.0514,259
0D16:57:09.849558000,x2,199.9801,358
0D16:57:09.849566000,x2,200.0722,290
0D16:57:09.859084000,x2,199.9959,270
0D16:57:09.859088000,x2,200.0734,7
0D16:57:09.868939000,x3,300.0064,475
0D16:57:09.868943000,x3,300.004,461
0D16:57:09.879178000,x2,199.9097,232
0D16:57:09.879183000,x2,200.0379,462
0D16:57:09.889463000,x2,199.909,55
0D16:57:09.889467000,x2,199.905,307
0D16:57:09.899192000,x1,100.0068,76
0D16:57:09.899197000,x1,100.0144,307
0D16:57:09.909181000,x1,100.022,247
0D16:57:09.909185000,x1,100.0345,470
0D16:57:09.919116000,x3,300.0636,184
0D16:57:09.919120000,x3,299.9971,344
0D16:57:09.938738000,x1,100.0408,280
0D16:57:09.938742000,x1,99.94356,433
0D16:57:09.948735000,x1,99.98756,0
0D16:57:09.948740000,x1,99.99043,461
0D16:57:09.958627000,x2,199.9328,252
0D16:57:09.958631000,x2,200.0275,159
0D16:57:09.968869000,x3,300.0141,403
0D16:57:09.968875000,x3,299.918,13
0D16:57:09.978993000,x2,199.9316,345
0D16:57:09.978998000,x2,200.0951,40
0D16:57:09.988414000,x3,299.9066,322
0D16:57:09.988419000,x3,299.9876,116
0D16:57:09.998772000,x3,299.9536,52
0D16:57:09.998777000,x3,299.9844,460
0D16:57:10.008704000,x1,100.0973,363
0D16:57:10.008709000,x1,100.0354,280
0D16:57:10.018682000,x3,299.9801,360
0D16:57:10.018698000,x3,300.0839,91
0D16:57:10.030259000,x3,300.047,405
0D16:57:10.030275000,x3,299.9484,35
0D16:57:10.039819000,x3,299.9978,91
0D16:57:10.039835000,x3,300.0768,293
0D16:57:10.059471000,x1,99.9113,79
0D16:57:10.059480000,x1,99.98794,231
0D16:57:10.079540000,x1,100.0749,303
0D16:57:10.079544000,x1,100.0134,30
0D16:57:10.088876000,x2,199.9386,248
0D16:57:10.088881000,x2,199.9252,140
0D16:57:10.098336000,x3,300.0817,157
0D16:57:10.098341000,x3,299.9389,429
0D16:57:10.108565000,x1,100.0574,175
0D16:57:10.108569000,x1,99.9686,276
0D16:57:10.118764000,x3,300.0092,425
0D16:57:10.118769000,x3,299.9992,88
0D16:57:10.128471000,x3,300.0862,479
0D16:57:10.128475000,x3,300.065,175
0D16:57:10.138708000,x3,300.0269,4
0D16:57:10.138723000,x3,300.0776,327
0D16:57:10.149931000,x2,199.968,459
0D16:57:10.149947000,x2,199.975,439
0D16:57:10.159220000,x1,99.92443,441
0D16:57:10.159236000,x1,99.92894,314
0D16:57:10.169136000,x3,300.0053,319
0D16:57:10.169152000,x3,300.0743,253
0D16:57:10.179298000,x1,100.0225,172
0D16:57:10.179309000,x1,99.93183,465
0D16:57:10.189024000,x1,100.0622,10
0D16:57:10.189035000,x1,100.077,15
0D16:57:10.208823000,x2,200.0221,168
0D16:57:10.208827000,x2,199.9482,143
0D16:57:10.219006000,x1,99.92181,124
0D16:57:10.219010000,x1,100.0261,290
0D16:57:10.228499000,x1,99.90826,359
0D16:57:10.228503000,x1,100.0653,413
0D16:57:10.239021000,x3,299.9305,281
0D16:57:10.239025000,x3,299.9069,393
0D16:57:10.248401000,x2,200.0639,196
0D16:57:10.248406000,x2,199.9169,49
0D16:57:10.259070000,x2,200.0465,414
0D16:57:10.259074000,x2,200.0641,35
0D16:57:10.268635000,x3,299.9647,400
0D16:57:10.268640000,x3,299.978,180
0D16:57:10.279070000,x2,199.9637,86
0D16:57:10.279075000,x2,200.0477,400
0D16:57:10.299153000,x1,100.0392,395
0D16:57:10.299169000,x1,100.0262,39
0D16:57:10.309129000,x1,100.0517,60
0D16:57:10.309144000,x1,100.0841,427
0D16:57:10.319047000,x3,299.9496,174
0D16:57:10.319063000,x3,299.9749,368
0D16:57:10.329244000,x2,200.0604,364
0D16:57:10.329259000,x2,199.9697,472
0D16:57:10.339365000,x2,200.0253,143
0D16:57:10.339380000,x2,199.9942,362
0D16:57:10.349531000,x2,200.0205,17
0D16:57:10.349546000,x2,200.0593,315
0D16:57:10.359546000,x2,200.0614,352
0D16:57:10.359562000,x2,200.0126,498
0D16:57:10.369502000,x1,99.98993,190
0D16:57:10.369511000,x1,99.92267,380
0D16:57:10.378820000,x1,99.90835,496
0D16:57:10.378828000,x1,99.91102,317
0D16:57:10.388503000,x2,200.0029,309
0D16:57:10.388510000,x2,199.9075,68
0D16:57:10.398845000,x2,199.9737,99
0D16:57:10.398852000,x2,200.0183,180
0D16:57:10.408839000,x3,299.9802,57
0D16:57:10.408843000,x3,300.0446,447
0D16:57:10.428621000,x1,100.055,195
0D16:57:10.428625000,x1,99.92313,115
0D16:57:10.439400000,x3,299.934,22
0D16:57:10.439405000,x3,299.9838,483
0D16:57:10.449270000,x2,200.0134,234
0D16:57:10.449282000,x2,200.0859,182
0D16:57:10.469033000,x2,199.9093,55
0D16:57:10.469038000,x2,199.9646,262
0D16:57:10.479013000,x1,100.0457,378
0D16:57:10.479018000,x1,99.90705,317
0D16:57:10.488735000,x2,199.9945,473
0D16:57:10.488739000,x2,200.0366,285
0D16:57:10.498493000,x2,200.0509,268
0D16:57:10.498498000,x2,199.9621,281
0D16:57:10.508884000,x1,99.9696,256
0D16:57:10.508889000,x1,100.0267,126
0D16:57:10.519309000,x1,100.0069,109
0D16:57:10.519314000,x1,99.95804,179
0D16:57:10.529173000,x1,100.0476,275
0D16:57:10.529188000,x1,99.9427,196
0D16:57:10.539190000,x3,299.9025,421
0D16:57:10.539206000,x3,300.0222,414
0D16:57:10.549421000,x2,200.0713,410
0D16:57:10.549426000,x2,199.9166,331
0D16:57:10.558413000,x2,199.9886,230
0D16:57:10.558418000,x2,200.0303,236
0D16:57:10.569664000,x2,200.0189,263
0D16:57:10.569673000,x2,200.0333,2
0D16:57:10.579208000,x2,199.9119,471
0D16:57:10.579212000,x2,200.0621,326
0D16:57:10.588613000,x3,300.0406,297
0D16:57:10.588617000,x3,300.0839,24
0D16:57:10.598430000,x3,300.054,229
0D16:57:10.598445000,x3,299.9972,309
0D16:57:10.609696000,x1,99.92926,370
0D16:57:10.609712000,x1,100.0935,485
0D16:57:10.619724000,x3,299.9541,369
0D16:57:10.619740000,x3,299.9568,351
0D16:57:10.629645000,x1,99.91566,379
0D16:57:10.629656000,x1,99.99699,20
0D16:57:10.639373000,x3,299.9158,164
0D16:57:10.639383000,x3,300.0163,67
0D16:57:10.649610000,x1,100.0961,357
0D16:57:10.649613000,x1,99.93267,249
0D16:57:10.658790000,x1,100.0431,347
0D16:57:10.658794000,x1,100.0013,127
0D16:57:10.669557000,x3,299.9604,246
0D16:57:10.669562000,x3,299.9698,462
0D16:57:10.688488000,x3,300.0684,278
0D16:57:10.688494000,x3,299.903,209
0D16:57:10.698726000,x2,199.9702,37
0D16:57:10.698742000,x2,200.0402,485
0D16:57:10.709478000,x1,99.9869,53
0D16:57:10.709493000,x1,100.0828,14
0D16:57:10.719328000,x3,299.9028,115
0D16:57:10.719343000,x3,299.9314,492
0D16:57:10.729584000,x3,299.9064,435
0D16:57:10.729601000,x3,300.0016,262
0D16:57:10.739488000,x3,300.0681,314
0D16:57:10.739504000,x3,300.0817,121
0D16:57:10.749252000,x1,100.0966,144
0D16:57:10.749266000,x1,99.90983,78
0D16:57:10.759252000,x1,100.099,12
0D16:57:10.759266000,x1,100.0326,391
0D16:57:10.769190000,x2,200.0348,470
0D16:57:10.769204000,x2,200.0598,418
0D16:57:10.779710000,x1,99.94274,33
0D16:57:10.779726000,x1,100.0589,159
0D16:57:10.789280000,x3,299.9262,27
0D16:57:10.789292000,x3,299.947,352
0D16:57:10.799279000,x3,300.0209,354
0D16:57:10.799290000,x3,300.0938,0
0D16:57:10.809110000,x3,300.0532,429
0D16:57:10.809120000,x3,300.0642,494
0D16:57:10.829269000,x2,200.0236,103
0D16:57:10.829280000,x2,200.022,190
0D16:57:10.838853000,x3,299.9101,288
0D16:57:10.838864000,x3,299.9811,197
0D16:57:10.849262000,x3,299.9043,425
0D16:57:10.849273000,x3,299.9684,78
0D16:57:10.859530000,x1,99.9803,383
0D16:57:10.859542000,x1,100.0697,343
0D16:57:10.869497000,x2,200.0291,94
0D16:57:10.869509000,x2,199.9944,59
0D16:57:10.879387000,x3,300.0769,432
0D16:57:10.879397000,x3,300.063,37
0D16:57:10.888828000,x3,299.911,251
0D16:57:10.888839000,x3,300.0113,44
0D16:57:10.898930000,x2,199.9561,215
0D16:57:10.898935000,x2,199.903,421
0D16:57:10.908957000,x2,200.0307,86
0D16:57:10.908962000,x2,199.9029,380
0D16:57:10.919277000,x2,200.0191,352
0D16:57:10.919282000,x2,200.0734,5
0D16:57:10.929089000,x1,100.0474,351
0D16:57:10.929094000,x1,100.0071,80
0D16:57:10.938677000,x1,99.99126,120
0D16:57:10.938682000,x1,99.92164,484
0D16:57:10.948645000,x2,200.0168,168
0D16:57:10.948650000,x2,199.9306,487
0D16:57:10.959153000,x3,300.0319,449
0D16:57:10.959158000,x3,299.9476,204
0D16:57:10.968495000,x1,99.91148,210
0D16:57:10.968501000,x1,99.97785,324
0D16:57:10.978475000,x3,300.018,355
0D16:57:10.978481000,x3,300.0216,201
0D16:57:10.989360000,x2,200.0262,337
0D16:57:10.989366000,x2,199.9204,125
0D16:57:10.998896000,x2,199.9635,34
0D16:57:10.998903000,x2,199.9771,197
0D16:57:11.008979000,x2,199.9331,465
0D16:57:11.008985000,x2,200.0784,169
0D16:57:11.019110000,x2,199.9501,28
0D16:57:11.019117000,x2,199.927,398
0D16:57:11.028740000,x3,299.9411,251
0D16:57:11.028746000,x3,300.0474,408
0D16:57:11.038976000,x3,299.9333,91
0D16:57:11.038983000,x3,300.0699,216
0D16:57:11.049129000,x1,99.99964,13
0D16:57:11.049136000,x1,100.0409,395
0D16:57:11.058804000,x3,300.0286,190
0D16:57:11.058811000,x3,300.0976,442
0D16:57:11.068856000,x3,299.9824,430
0D16:57:11.068872000,x3,299.9859,401
0D16:57:11.079217000,x1,100.0753,310
0D16:57:11.079232000,x1,99.97526,173
0D16:57:11.099171000,x3,300.0101,157
0D16:57:11.099183000,x3,300.0152,370
0D16:57:11.109813000,x1,99.95853,477
0D16:57:11.109822000,x1,100.0017,160
0D16:57:11.119083000,x2,200.0656,290
0D16:57:11.119087000,x2,200.0721,149
0D16:57:11.139569000,x1,99.91898,315
0D16:57:11.139573000,x1,99.99429,358
0D16:57:11.158596000,x2,200.0068,184
0D16:57:11.158600000,x2,199.998,228
0D16:57:11.168577000,x1,99.99571,98
0D16:57:11.168580000,x1,99.94486,284
0D16:57:11.179236000,x2,199.9831,266
0D16:57:11.179240000,x2,199.9711,29
0D16:57:11.189122000,x3,299.9787,157
0D16:57:11.189128000,x3,299.936,486
0D16:57:11.198703000,x1,100.0773,239
0D16:57:11.198707000,x1,100.0793,298
0D16:57:11.209237000,x2,199.9499,314
0D16:57:11.209242000,x2,200.0573,268
0D16:57:11.218455000,x2,199.9422,189
0D16:57:11.218460000,x2,199.9083,102
0D16:57:11.229029000,x1,100.0034,111
0D16:57:11.229036000,x1,99.99121,95
0D16:57:11.238769000,x1,99.9966,401
0D16:57:11.238775000,x1,100.0493,15
0D16:57:11.248857000,x2,199.9645,471
0D16:57:11.248876000,x2,200.027,178
0D16:57:11.259398000,x2,199.9169,419
0D16:57:11.259402000,x2,200.0638,344
0D16:57:11.269033000,x3,300.0439,282
0D16:57:11.269039000,x3,299.9965,219
0D16:57:11.278510000,x3,299.961,200
0D16:57:11.278515000,x3,299.9498,491
0D16:57:11.298750000,x3,300.0178,91
0D16:57:11.298756000,x3,299.9544,297
0D16:57:11.308447000,x2,199.9904,224
0D16:57:11.308479000,x2,199.9966,226
0D16:57:11.318474000,x1,100.0391,261
0D16:57:11.318478000,x1,99.954,285
0D16:57:11.328632000,x2,200.0466,3
0D16:57:11.328635000,x2,200.0448,309
0D16:57:11.338804000,x1,99.90744,242
0D16:57:11.338809000,x1,99.93366,165
0D16:57:11.348834000,x3,300.0625,352
0D16:57:11.348839000,x3,299.9049,324
0D16:57:11.358412000,x2,199.9127,84
0D16:57:11.358418000,x2,200.0736,496
0D16:57:11.378349000,x2,199.9758,345
0D16:57:11.378355000,x2,200.0727,352
0D16:57:11.399236000,x2,200.0268,444
0D16:57:11.399242000,x2,199.9777,364
0D16:57:11.409261000,x3,300.0209,107
0D16:57:11.409267000,x3,299.9804,298
0D16:57:11.418507000,x3,300.0731,473
0D16:57:11.418514000,x3,299.9398,19
0D16:57:11.428464000,x1,99.90439,8
0D16:57:11.428468000,x1,99.93438,168
0D16:57:11.438637000,x1,99.95161,445
0D16:57:11.438640000,x1,99.99459,23
0D16:57:11.448473000,x3,300.0383,454
0D16:57:11.448477000,x3,300.0278,339
0D16:57:11.458898000,x1,99.91313,232
0D16:57:11.458903000,x1,100.0543,323
0D16:57:11.468415000,x1,99.99627,487
0D16:57:11.468421000,x1,99.91929,360
0D16:57:11.478719000,x2,200.04,476
0D16:57:11.478724000,x2,199.9821,320
0D16:57:11.489024000,x2,200.0601,246
0D16:57:11.489040000,x2,199.9342,4
0D16:57:11.499542000,x3,300.0834,267
0D16:57:11.499558000,x3,300.0675,51
0D16:57:11.509567000,x3,300.0303,434
0D16:57:11.509582000,x3,300.0155,391
0D16:57:11.519902000,x3,300.0484,331
0D16:57:11.519910000,x3,300.0416,20
0D16:57:11.529569000,x3,299.955,415
0D16:57:11.529579000,x3,299.935,131
0D16:57:11.539512000,x1,99.97155,177
0D16:57:11.539521000,x1,100.074,261
0D16:57:11.549270000,x3,300.047,36
0D16:57:11.549279000,x3,299.9145,369
0D16:57:11.559194000,x2,199.9661,230
0D16:57:11.559205000,x2,200.0465,332
0D16:57:11.569193000,x2,199.9477,228
0D16:57:11.569199000,x2,200.0886,38
0D16:57:11.578853000,x1,100.0494,258
0D16:57:11.578858000,x1,100.0056,236
0D16:57:11.588645000,x2,200.0337,32
0D16:57:11.588648000,x2,199.9957,21
0D16:57:11.599362000,x3,299.9924,56
0D16:57:11.599367000,x3,299.9227,312
0D16:57:11.609392000,x1,100.0625,93
0D16:57:11.609407000,x1,99.97836,115
0D16:57:11.619968000,x1,99.92403,12
0D16:57:11.619983000,x1,100.0356,14
0D16:57:11.629102000,x3,300.0254,319
0D16:57:11.629117000,x3,299.9826,139
0D16:57:11.649266000,x2,199.9771,89
0D16:57:11.649270000,x2,200.0551,129
0D16:57:11.658987000,x1,99.92766,204
0D16:57:11.658992000,x1,99.9903,469
0D16:57:11.668803000,x3,299.9151,442
0D16:57:11.668807000,x3,299.9019,388
0D16:57:11.678813000,x3,299.922,154
0D16:57:11.678818000,x3,299.9458,237
0D16:57:11.688203000,x1,99.92002,19
0D16:57:11.688208000,x1,99.97696,476
0D16:57:11.698513000,x3,299.971,54
0D16:57:11.698528000,x3,299.9766,331
0D16:57:11.710236000,x3,299.9054,133
0D16:57:11.710252000,x3,300.0808,499
0D16:57:11.719337000,x3,299.9054,312
0D16:57:11.719352000,x3,300.0072,428
0D16:57:11.729893000,x3,300.0621,106
0D16:57:11.729903000,x3,300.0155,134
0D16:57:11.738851000,x3,300.0229,0
0D16:57:11.738860000,x3,300.0598,326
0D16:57:11.748664000,x1,99.9637,91
0D16:57:11.748669000,x1,99.90075,483
0D16:57:11.758895000,x3,300.0284,25
0D16:57:11.758899000,x3,299.9241,1
0D16:57:11.769272000,x2,199.9063,230
0D16:57:11.769276000,x2,200.0852,36
0D16:57:11.779201000,x3,300.0137,453
0D16:57:11.779206000,x3,300.0432,443
0D16:57:11.789209000,x3,300.0803,135
0D16:57:11.789214000,x3,299.9983,240
0D16:57:11.798531000,x2,199.9376,291
0D16:57:11.798534000,x2,200.0901,99
0D16:57:11.808603000,x2,200.0038,278
0D16:57:11.808608000,x2,200.067,280
0D16:57:11.828851000,x2,200.0648,125
0D16:57:11.828855000,x2,199.9927,132
0D16:57:11.839321000,x1,99.9572,51
0D16:57:11.839326000,x1,100.0797,338
0D16:57:11.848734000,x2,200.0463,189
0D16:57:11.848738000,x2,200.0719,169
0D16:57:11.859068000,x1,100.0074,418
0D16:57:11.859073000,x1,100.0633,50
0D16:57:11.879238000,x1,99.9268,377
0D16:57:11.879244000,x1,99.94802,475
0D16:57:11.888457000,x1,99.98086,362
0D16:57:11.888462000,x1,100.0257,172
0D16:57:11.899383000,x1,99.98211,499
0D16:57:11.899388000,x1,99.92476,371
0D16:57:11.908930000,x1,100.0179,274
0D16:57:11.908944000,x1,100.0742,7
0D16:57:11.919218000,x1,99.97398,237
0D16:57:11.919233000,x1,99.94111,67
0D16:57:11.929723000,x2,200.0173,100
0D16:57:11.929732000,x2,200.0411,499
0D16:57:11.948892000,x1,100.098,45
0D16:57:11.948902000,x1,99.96744,485
0D16:57:11.958772000,x1,100.0026,487
0D16:57:11.958780000,x1,100.0749,10
0D16:57:11.969072000,x1,99.91037,118
0D16:57:11.969079000,x1,99.95998,251
0D16:57:11.978739000,x1,99.94413,223
0D16:57:11.978744000,x1,100.0597,258
0D16:57:11.988939000,x3,300.0657,82
0D16:57:11.988944000,x3,300.0082,152
0D16:57:11.999019000,x3,299.9835,390
0D16:57:11.999023000,x3,300.0263,101
0D16:57:12.008738000,x3,299.9851,253
0D16:57:12.008742000,x3,299.9211,293
0D16:57:12.018330000,x3,299.9634,495
0D16:57:12.018334000,x3,300.0099,278
0D16:57:12.038988000,x3,300.0452,459
0D16:57:12.039003000,x3,300.0058,261
0D16:57:12.048986000,x2,200.0335,124
0D16:57:12.049002000,x2,199.9383,239
0D16:57:12.059245000,x1,99.9481,69
0D16:57:12.059261000,x1,100.0595,253
0D16:57:12.069394000,x3,299.973,454
0D16:57:12.069410000,x3,299.9592,383
0D16:57:12.079340000,x3,300.0799,153
0D16:57:12.079349000,x3,300.0418,92
0D16:57:12.088631000,x3,300.0029,175
